Year,Month,Day,Flag.Tsunami,Flag.Earthquake,Volcano.Name,Location,Country,Elevation,Volcano.Type,Status,Volcanic.Explosivity.Index,Volcano...Deaths,Volcano...Deaths.Description,Volcano...Missing,Volcano...Missing.Description,Volcano...Injuries,Volcano...Injuries.Description,Volcano...Damage..in.M..,Volcano...Damage.Description,Volcano...Houses.destroyed,Volcano...Houses.destroyed.Description,Total.Effects...Deaths,Total.Effects...Deaths.Description,Total.Effects...Missing,Total.Effects...Missing.Description,Total.Effects...Injuries,Total.Effects...Injuries.Description,Total.Effects...Damages.in.million.Dollars,Total.Effects...Damage.Description,Total.Effects...Houses.Destroyed,Total.Effects...Houses.Destroyed.Description,Coordinates,Earthquakes...Houses.damaged.Description,Total.Effects...Houses.Damaged.Description,RowNumber
1311,1.0,18.0,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,4.0,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,63.63,,,565
1587,8.0,15.39258114374034,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.542,,,566
1716,7.0,20.0,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.93,,,567
1729,2.0,1.0,,,Bardarbunga,Iceland-NE,Iceland,2000.0,Stratovolcano,Historical,1.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.63,,,568
1742,12.0,9.0,,,Cotopaxi,Ecuador,Ecuador,5911.0,Stratovolcano,Historical,3.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,-0.677,,,569
1772,5.0,9.0,Tsunami,,Gamalama,Halmahera-Indonesia,Indonesia,1715.0,Stratovolcano,Historical,3.0,35.0,Few (~1 to 50 deaths),,,,,,,,,35.0,Few (~1 to 50 deaths),,,,,,,,,0.8,,,570
1775,8.0,15.39258114374034,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1580.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,1.358,,,571
1840,7.0,2.0,,,Ararat,Turkey,Turkey,5165.0,Stratovolcano,Holocene,3.0,1900.0,Very Many (~1001 or more deaths),,,,,,,,,1900.0,Very Many (~1001 or more deaths),,,,,,,,,39.7,,,572
1871,12.0,8.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,3.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,13.257,,,573
1874,7.0,19.0,,,Taal,Luzon-Philippines,Philippines,400.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,14.002,,,574
1883,8.0,27.0,Tsunami,,Krakatau,Indonesia,Indonesia,813.0,Caldera,Historical,6.0,2000.0,Very Many (~1001 or more deaths),,,,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),36417.0,Very Many (~1001 or more deaths),,,,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-6.102,,,575
1885,4.0,18.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,2.0,74.0,Some (~51 to 100 deaths),,,,,,,,,74.0,Some (~51 to 100 deaths),,,,,,,,,-8.108,,,576
1919,9.0,29.0,Tsunami,,Mauna Loa,Hawaiian Is,United States,4170.0,Shield volcano,Historical,0.0,,,,,,,,,,,,,,,,,,,,,19.475,,,577
1939,10.0,13.0,,,Dieng Volc Complex,Java,Indonesia,2565.0,Complex volcano,Historical,1.0,10.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,10.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-7.2,,,578
1952,9.0,23.0,Tsunami,,Myojun Knoll,Izu Is-Japan,Japan,360.0,Submarine volcano,Holocene,2.0,,,,,,,,,,,,,,,,,,,,,32.1,,,579
1952,8.0,15.39258114374034,,,Ambalatungan Group,Luzon-Philippines,Philippines,2329.0,Compound volcano,Fumarolic,1.0,12.0,Few (~1 to 50 deaths),,,,,,,,,12.0,Few (~1 to 50 deaths),,,,,,,,,17.32,,,580
1961,1.0,25.0,,,Calbuco,Chile-S,Chile,2003.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,-41.326,,,581
1978,9.0,19.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,3.0,12.0,Few (~1 to 50 deaths),,,,,,,,,12.0,Few (~1 to 50 deaths),,,,,,,,,-8.108,,,582
1984,8.0,15.0,,,Oku Volc Field,Africa-W,Cameroon,3011.0,Maar,Radiocarbon,,37.0,Few (~1 to 50 deaths),,,,,,,,,37.0,Few (~1 to 50 deaths),,,,,,,,,6.25,,,583
1986,7.0,24.0,,,Stromboli,Italy,Italy,926.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,38.789,,,584
1987,12.0,1.0,,Earthquake,Sirung,Lesser Sunda Is,Indonesia,862.0,Complex volcano,Historical,,,,,,,,,,,,125.0,Many (~101 to 1000 deaths),,,,Many (~101 to 1000 deaths),5.0,SEVERE (~>$5 to $24 million),237.0,Many (~101 to 1000 houses),-8.51,,,585
1993,4.0,19.0,,,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,,1.0,Few (~1 to 50 deaths),,,22.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,22.0,Few (~1 to 50 deaths),,,,,19.425,,,586
1996,4.0,30.0,,,Popocatepetl,Mexico,Mexico,5426.0,Stratovolcano,Historical,3.0,5.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,5.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,19.023,,,587
2006,7.0,18.0,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,3.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-1.467,,,588
2010,8.0,30.0,,,Sinabung,Sumatra,Indonesia,2460.0,Stratovolcano,Holocene,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,3.17,,,589
2016,6.0,9.0,,,Yellowstone,US-Wyoming,United States,2805.0,Caldera,Tephrochronology,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,44.43,,,590
-197,8.0,15.39258114374034,Tsunami,Earthquake,Santorini,Greece,Greece,329.0,Shield volcano,Historical,3.0,,,,,,,,,,,,,,,,,,,,,36.404,,,591
60,8.0,15.39258114374034,,,Bona-Churchill,Alaska-E,United States,5005.0,Stratovolcano,Radiocarbon,6.0,,,,,,,,,,,,,,,,,,,,,61.38,,,592
1631,12.0,16.0,Tsunami,Earthquake,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,5.0,4000.0,Very Many (~1001 or more deaths),,,,,,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),4000.0,Very Many (~1001 or more deaths),,,,,,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),40.821,,,593
1682,8.0,12.0,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,3.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,40.821,,,594
1757,7.0,9.0,,Earthquake,San Jorge,Azores,Portugal,1053.0,Fissure vent,Historical,0.0,,,,,,,,,,,1053.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Very Many (~1001 or more houses),38.65,,,595
1812,4.0,27.0,,,Soufriere St. Vincent,W Indies,St. Vincent & the Grenadines,1220.0,Stratovolcano,Historical,4.0,56.0,Some (~51 to 100 deaths),,,,,,,,,56.0,Some (~51 to 100 deaths),,,,,,,,,13.33,,,596
1827,8.0,9.0,,,Avachinsky,Kamchatka,Russia,2741.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,53.255,,,597
1846,5.0,27.0,,,Tangkubanparahu,Java,Indonesia,2084.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-6.77,,,598
1856,9.0,25.0,,,Komaga-take,Hokkaido-Japan,Japan,1140.0,Stratovolcano,Historical,4.0,20.0,Few (~1 to 50 deaths),,,,,,,,Many (~101 to 1000 houses),20.0,Few (~1 to 50 deaths),,,,,,,,Many (~101 to 1000 houses),42.07,,,599
1883,10.0,6.0,Tsunami,,Augustine,Alaska-SW,United States,1252.0,Lava dome,Historical,4.0,8.0,Few (~1 to 50 deaths),,,,,,,,,8.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),59.37,,,600
1914,1.0,12.0,Tsunami,Earthquake,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,4.0,28.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),0.04,LIMITED (roughly corresponding to less than $1 million),2148.0,Very Many (~1001 or more houses),63.0,Some (~51 to 100 deaths),,,112.0,Many (~101 to 1000 deaths),19.0,SEVERE (~>$5 to $24 million),2268.0,Very Many (~1001 or more houses),31.58,,,601
1919,5.0,22.0,Tsunami,,Stromboli,Italy,Italy,926.0,Stratovolcano,Historical,3.0,4.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),10.0,Few (~1 to 50 houses),4.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),10.0,Few (~1 to 50 houses),38.789,,,602
1927,9.0,5.0,,,Esjufjoll,Iceland-SE,Iceland,1760.0,Stratovolcano,Historical,1.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,64.27,,,603
1944,3.0,27.0,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,2.0,27.0,Few (~1 to 50 deaths),,,,,,,,,27.0,Few (~1 to 50 deaths),,,,,,,,,40.821,,,604
1949,6.0,15.39258114374034,,,Camiguin,Mindanao-Philippines,Philippines,1332.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,9.203,,,605
1953,3.0,25.0,Tsunami,,Myojun Knoll,Izu Is-Japan,Japan,360.0,Submarine volcano,Holocene,2.0,,,,,,,,,,,,,,,,,,,,,32.1,,,606
1968,7.0,29.0,,,Arenal,Costa Rica,Costa Rica,1657.0,Stratovolcano,Historical,3.0,80.0,Some (~51 to 100 deaths),,,,,,,,,80.0,Some (~51 to 100 deaths),,,,,,,,,10.463,,,607
1972,10.0,2.0,,,Hakone,Honshu-Japan,Japan,1438.0,Complex volcano,Radiocarbon,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,35.22,,,608
1981,4.0,27.0,,,Alaid,Kuril Is,Russia,2339.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,50.858,,,609
1990,11.0,25.0,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,-7.93,,,610
1997,8.0,1.0,,,Soufriere Hills,W Indies,Montserrat,915.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,16.72,,,611
2002,8.0,15.39258114374034,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,3.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,-8.108,,,612
2006,8.0,17.0,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,3.0,5.0,Few (~1 to 50 deaths),,Some (~51 to 100 deaths),13.0,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),6.0,Few (~1 to 50 deaths),,Some (~51 to 100 deaths),,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-1.467,,,613
-1370,8.0,15.39258114374034,,,Pago,New Britain-SW Pac,Papua New Guinea,742.0,Caldera,Historical,6.0,,,,,,,,,,,,,,,,,,,,,-5.58,,,614
710,8.0,15.39258114374034,,,Pago,New Britain-SW Pac,Papua New Guinea,742.0,Caldera,Historical,6.0,,,,,,,,,,,,,,,,,,,,,-5.58,,,615
1853,7.0,13.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,3.0,34.0,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),34.0,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),13.257,,,616
1872,11.0,3.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,4.0,200.0,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),200.0,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-7.542,,,617
1878,1.0,10.0,Tsunami,,Yasur,Vanuatu-SW Pacific,Vanuatu,361.0,Stratovolcano,Historical,3.0,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-19.52,,,618
1905,8.0,4.0,Tsunami,,Savai'i,Samoa-SW Pacific,Samoa,1858.0,Shield volcano,Historical,2.0,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-13.612,,,619
1918,10.0,12.0,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.63,,,620
1944,8.0,20.0,Tsunami,,Stromboli,Italy,Italy,926.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,38.789,,,621
1952,9.0,26.0,Tsunami,,Myojun Knoll,Izu Is-Japan,Japan,360.0,Submarine volcano,Holocene,2.0,,,,,,,,,,,,,,,,,,,,,32.1,,,622
1955,7.0,26.0,,,Carran-Los Venados,Chile-C,Chile,1114.0,Pyroclastic cone,Historical,4.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,-40.35,,,623
1961,5.0,8.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,3.0,6.0,Few (~1 to 50 deaths),,,6.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),6.0,Few (~1 to 50 deaths),,,6.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),-7.542,,,624
1975,6.0,17.0,,,Arenal,Costa Rica,Costa Rica,1657.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,2.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,10.463,,,625
1980,8.0,17.0,,,Hekla,Iceland-S,Iceland,1491.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.98,,,626
1981,9.0,5.0,,,Paluweh,Lesser Sunda Is,Indonesia,875.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),-8.32,,,627
1988,8.0,15.39258114374034,,,Akita-Yake-yama,Honshu-Japan,Japan,1366.0,Complex volcano,Historical,,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,39.97,,,628
1991,7.0,3.0,,,Karthala,Indian O-W,Comoros,2361.0,Shield volcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-11.75,,,629
1994,11.0,22.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,3.0,60.0,Some (~51 to 100 deaths),,,,,,,,,60.0,Some (~51 to 100 deaths),,,,,,,,,-7.542,,,630
1995,2.0,11.0,,,Yake-dake,Honshu-Japan,Japan,2455.0,Stratovolcano,Historical,1.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,36.22,,,631
2002,12.0,30.0,Tsunami,,Stromboli,Italy,Italy,926.0,Stratovolcano,Historical,,,,,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),38.789,,,632
2003,7.0,12.0,Tsunami,,Soufriere Hills,W Indies,Montserrat,915.0,Stratovolcano,Historical,3.0,,,,,,,,,,,,,,,,,,,,,16.72,,,633
2010,1.0,15.39258114374034,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-1.467,,,634
2018,6.0,3.0,,,Fuego,Guatemala,Guatemala,3763.0,Stratovolcano,Historical,2.0,201.0,Many (~101 to 1000 deaths),229.0,Many (~101 to 1000 deaths),27.0,Few (~1 to 50 deaths),120.0,EXTREME (~$25 million or more),186.0,Many (~101 to 1000 houses),201.0,Many (~101 to 1000 deaths),229.0,Many (~101 to 1000 deaths),27.0,Few (~1 to 50 deaths),120.0,EXTREME (~$25 million or more),186.0,Many (~101 to 1000 houses),14.473,,,635
416,8.0,15.39258114374034,Tsunami,,Krakatau,Indonesia,Indonesia,813.0,Caldera,Historical,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Many (~101 to 1000 deaths),,,,,,EXTREME (~$25 million or more),,,-6.102,,,636
1311,8.0,15.39258114374034,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.93,,,637
1410,3.0,5.0,,,Nasu,Honshu-Japan,Japan,1917.0,Stratovolcano,Historical,3.0,180.0,Many (~101 to 1000 deaths),,,,,,,,,180.0,Many (~101 to 1000 deaths),,,,,,,,,37.12,,,638
1672,4.0,24.0,,,Fayal,Azores,Portugal,1043.0,Stratovolcano,Historical,2.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,38.6,,,639
1780,10.0,31.0,Tsunami,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,,,,,,,,,,,,,,,,,,,,,,31.58,,,640
1800,8.0,15.39258114374034,,,Kieyo,Africa-E,Tanzania,2175.0,Stratovolcano,Historical,2.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,-9.23,,,641
1803,11.0,7.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,36.4,,,642
1894,10.0,15.39258114374034,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,1334.0,Pyroclastic shield,Historical,3.0,10.0,Few (~1 to 50 deaths),,,,,,,,,10.0,Few (~1 to 50 deaths),,,,,,,,,-16.25,,,643
1910,7.0,25.0,,,Usu,Hokkaido-Japan,Japan,731.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,42.53,,,644
1911,5.0,8.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,60.0,Some (~51 to 100 houses),1.0,Few (~1 to 50 deaths),,,,,,,60.0,Some (~51 to 100 houses),36.4,,,645
1917,6.0,7.0,,Earthquake,San Salvador,El Salvador,El Salvador,1893.0,Stratovolcano,Historical,3.0,325.0,Many (~101 to 1000 deaths),,,,,,,,,325.0,Many (~101 to 1000 deaths),,,,,,,,,13.736,,,646
1923,6.0,15.39258114374034,,,Tangkubanparahu,Java,Indonesia,2084.0,Stratovolcano,Historical,,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,-6.77,,,647
1923,7.0,1.0,,,Kirishima,Kyushu-Japan,Japan,1700.0,Shield volcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,31.93,,,648
1929,6.0,17.0,,,Komaga-take,Hokkaido-Japan,Japan,1140.0,Stratovolcano,Historical,4.0,2.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,2.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,42.07,,,649
1929,11.0,2.0,,,Santa Maria,Guatemala,Guatemala,3772.0,Stratovolcano,Historical,3.0,200.0,Many (~101 to 1000 deaths),,,,,,,,,200.0,Many (~101 to 1000 deaths),,,,,,,,,14.756,,,650
1939,7.0,24.0,Tsunami,,Kick-'em-Jenny,W Indies,Netherlands,-177.0,Submarine volcano,Historical,1.0,,,,,,,,,,,,,,,,,,,,,12.3,,,651
1951,8.0,31.0,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,3.0,7.0,Few (~1 to 50 deaths),,,,,,,,,7.0,Few (~1 to 50 deaths),,,,,,,,,-7.93,,,652
1966,8.0,12.0,,,Awu,Sangihe Is-Indonesia,Indonesia,1320.0,Stratovolcano,Historical,4.0,39.0,Few (~1 to 50 deaths),,,1000.0,Many (~101 to 1000 deaths),,,,Some (~51 to 100 houses),39.0,Few (~1 to 50 deaths),,,1000.0,Many (~101 to 1000 deaths),,,,Some (~51 to 100 houses),3.67,,,653
1971,10.0,29.0,,,Villarrica,Chile-C,Chile,2847.0,Stratovolcano,Historical,2.0,15.0,Few (~1 to 50 deaths),,,,,,,,,15.0,Few (~1 to 50 deaths),,,,,,,,,-39.42,,,654
1974,7.0,28.0,,,Niigata-Yake-yama,Honshu-Japan,Japan,2400.0,Lava dome,Historical,2.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,36.92,,,655
1977,4.0,5.0,,,Karthala,Indian O-W,Comoros,2361.0,Shield volcano,Historical,0.0,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-11.75,,,656
1978,7.0,29.0,,,Bulusan,Luzon-Philippines,Philippines,1565.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,12.77,,,657
1982,4.0,4.0,,,Chichon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658
1986,5.0,8.0,,,Akita-Yake-yama,Honshu-Japan,Japan,1366.0,Complex volcano,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,39.97,,,659
2001,7.0,26.0,,,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),37.734,,,660
2018,2.0,1.0,,,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,1.0,1.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,19.425,,,661
200,8.0,15.39258114374034,,,Arhab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662
640,8.0,15.39258114374034,,,Uwayrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663
1169,2.0,11.0,Tsunami,,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,,,,,,,,,,,,,,,,,,,,,,37.734,,,664
1600,2.0,19.0,,Earthquake,Huaynaputina,Peru,Peru,4850.0,Stratovolcano,Historical,6.0,1500.0,Very Many (~1001 or more deaths),,,,,,,,,1500.0,Very Many (~1001 or more deaths),,,,,,,,,-16.608,,,665
1629,8.0,15.39258114374034,,,Grimsvotn,Iceland-NE,Iceland,1725.0,Caldera,Historical,2.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,64.42,,,666
1717,8.0,4.0,,,Bardarbunga,Iceland-NE,Iceland,2000.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.63,,,667
1778,8.0,15.39258114374034,,,Raikoke,Kuril Is,Russia,551.0,Stratovolcano,Historical,4.0,15.0,Few (~1 to 50 deaths),,,,,,,,,15.0,Few (~1 to 50 deaths),,,,,,,,,48.292,,,668
1789,8.0,15.39258114374034,,,Oshima,Izu Is-Japan,Japan,758.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,34.73,,,669
1805,8.0,11.0,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,2.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,40.821,,,670
1829,8.0,15.39258114374034,,,Guntur,Java,Indonesia,2249.0,Complex volcano,Historical,2.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,-7.13,,,671
1837,9.0,15.39258114374034,Tsunami,Earthquake,Peuet Sague,Sumatra,Indonesia,2801.0,Complex volcano,Historical,,,,,,,,,,,,,,,,,,,,,,4.914,,,672
1853,10.0,29.0,Tsunami,,Unnamed,Taiwan-E of,Taiwan,0.0,Submarine volcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,24.0,,,673
1854,2.0,15.39258114374034,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,2.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,32.88,,,674
1860,4.0,15.39258114374034,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,Few (~1 to 50 houses),-8.108,,,675
